tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,postal code,year,month,birth year,gender
465,01/11/2020 09:27:12,01/11/2020 09:34:58,441,Sullivan Square,42.38445226,-71.07514855,94,Main St at Austin St,42.375603,-71.064608,6157,Customer,63132,2020,11,,
1649,01/11/2020 09:27:17,01/11/2020 09:54:46,13,Boston Medical Center - E Concord St at Harrison Ave,42.33639915,-71.07306711,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,3729,Subscriber,02118-2924,2020,11,,
1649,01/11/2020 09:27:17,01/11/2020 09:54:46,13,Boston Medical Center - E Concord St at Harrison Ave,42.33639915,-71.07306711,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,4728,Subscriber,2118,2020,11,,
719,01/11/2020 09:27:23,01/11/2020 09:39:22,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,404,Mass Ave T Station,42.34135616,-71.08336953,5848,Subscriber,2115,2020,11,,
1520,01/11/2020 09:28:11,01/11/2020 09:53:32,379,Tremont St at W. Dedham St,42.34254914,-71.07421449,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,3143,Subscriber,20815,2020,11,,
379,01/11/2020 09:28:23,01/11/2020 09:34:42,441,Sullivan Square,42.38445226,-71.07514855,94,Main St at Austin St,42.375603,-71.064608,4528,Customer,2493,2020,11,,
921,01/11/2020 09:28:40,01/11/2020 09:44:01,53,Beacon St at Massachusetts Ave,42.35082681,-71.08981088,69,Coolidge Corner - Beacon St at Centre St,42.341598,-71.123338,3271,Subscriber,2115,2020,11,,
813,01/11/2020 09:28:47,01/11/2020 09:42:21,146,Murphy Skating Rink - 1880 Day Blvd,42.336448,-71.023739,63,Dorchester Ave at Gillette Park,42.34404051,-71.05737627,5279,Subscriber,2127,2020,11,,
1082,01/11/2020 09:29:09,01/11/2020 09:47:11,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,3724,Subscriber,2141,2020,11,,
1413,01/11/2020 09:29:37,01/11/2020 09:53:10,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,3755,Subscriber,2138,2020,11,,
300,01/11/2020 09:29:45,01/11/2020 09:34:46,47,Cross St at Hanover St,42.362811,-71.056067,157,Seaport Blvd at Sleeper St,42.35317809,-71.04817357,5948,Subscriber,2113,2020,11,,
1962,01/11/2020 09:30:20,01/11/2020 10:03:02,151,Surface Rd at India St,42.358155,-71.052163,452,Beacon St at St. Paul St,42.34373095,-71.11614107,3222,Customer,2110,2020,11,,
1909,01/11/2020 09:30:49,01/11/2020 10:02:38,151,Surface Rd at India St,42.358155,-71.052163,452,Beacon St at St. Paul St,42.34373095,-71.11614107,3424,Customer,2110,2020,11,,
2494,01/11/2020 09:31:20,01/11/2020 10:12:55,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,5350,Subscriber,2139,2020,11,,
261,01/11/2020 09:31:20,01/11/2020 09:35:42,53,Beacon St at Massachusetts Ave,42.35082681,-71.08981088,404,Mass Ave T Station,42.34135616,-71.08336953,5582,Subscriber,2115,2020,11,,
1102,01/11/2020 09:31:22,01/11/2020 09:49:44,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,105,Lower Cambridgeport at Magazine St / Riverside Rd,42.3572185,-71.11387163,4678,Subscriber,2141,2020,11,,
1762,01/11/2020 09:31:37,01/11/2020 10:01:00,351,Faneuil St at Arlington St,42.35276621,-71.15988486,479,Galileo Galilei Way at Main Street,42.36300378,-71.08974038,5218,Customer,2139,2020,11,,
498,01/11/2020 09:31:50,01/11/2020 09:40:08,105,Lower Cambridgeport at Magazine St / Riverside Rd,42.3572185,-71.11387163,179,MIT Vassar St,42.35560121,-71.10394478,3639,Subscriber,2139,2020,11,,
2510,01/11/2020 09:31:56,01/11/2020 10:13:46,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,5261,Subscriber,2139,2020,11,,
396,01/11/2020 09:31:58,01/11/2020 09:38:35,226,Commonwealth Ave At Babcock St,42.35154735,-71.12126246,446,700 Commonwealth Ave.,42.34960945,-71.10391524,3579,Subscriber,2215,2020,11,,
291,01/11/2020 09:32:23,01/11/2020 09:37:14,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.33624445,-71.08798563,51,Washington St at Lenox St,42.33509899,-71.07903779,5137,Subscriber,2120,2020,11,,
1228,01/11/2020 09:34:57,01/11/2020 09:55:25,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,53,Beacon St at Massachusetts Ave,42.35082681,-71.08981088,5432,Subscriber,2138,2020,11,,
300,01/11/2020 09:35:22,01/11/2020 09:40:22,25,South End Library - Tremont St at W Newton St,42.341332,-71.076847,415,Stuart St at Berkeley St,42.34954403,-71.07242074,4173,Subscriber,2116,2020,11,,
629,01/11/2020 09:35:32,01/11/2020 09:46:02,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,2482,Subscriber,2138,2020,11,,
957,01/11/2020 09:35:34,01/11/2020 09:51:31,40,Lewis Wharf at Atlantic Ave,42.363871,-71.050877,161,W Broadway at D St,42.3391085,-71.0514432,2965,Subscriber,2113,2020,11,,
172,01/11/2020 09:35:35,01/11/2020 09:38:28,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,318,Ames St at Broadway,42.3636929,-71.0875672,5004,Subscriber,2474,2020,11,,
987,01/11/2020 09:35:38,01/11/2020 09:52:05,206,Government Center - Cambridge St at Court St,42.3598254,-71.05979576,119,South Boston Library - 646 E Broadway,42.335741,-71.03877,4737,Subscriber,2113,2020,11,,
1042,01/11/2020 09:35:54,01/11/2020 09:53:16,143,EF - North Point Park,42.369885,-71.069957,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,3644,Subscriber,2139,2020,11,,
393,01/11/2020 09:36:01,01/11/2020 09:42:34,58,Mugar Way at Beacon St,42.35553628,-71.0728687,53,Beacon St at Massachusetts Ave,42.35082681,-71.08981088,3409,Subscriber,2215,2020,11,,
2937,01/11/2020 09:36:02,01/11/2020 10:25:00,141,Kendall Street,42.36356016,-71.08216792,141,Kendall Street,42.36356016,-71.08216792,2541,Subscriber,2142,2020,11,,
653,01/11/2020 09:36:10,01/11/2020 09:47:04,376,Honan Library,42.3602737,-71.12852452,176,Lesley University,42.38674802,-71.11901879,3657,Subscriber,2139,2020,11,,
804,01/11/2020 09:36:51,01/11/2020 09:50:16,354,Washington St at Egremont Rd,42.34286835,-71.14127841,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,4200,Subscriber,2134,2020,11,,
774,01/11/2020 09:36:54,01/11/2020 09:49:48,282,Stony Brook T Stop,42.316966,-71.104374,404,Mass Ave T Station,42.34135616,-71.08336953,2319,Subscriber,2130,2020,11,,
940,01/11/2020 09:38:27,01/11/2020 09:54:08,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36912158,-71.11638672,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,2911,Subscriber,1432,2020,11,,
1658,01/11/2020 09:39:16,01/11/2020 10:06:55,149,175 N Harvard St,42.363796,-71.129164,342,Boylston St at Jersey St,42.34465063,-71.09732501,2649,Customer,92562,2020,11,,
606,01/11/2020 09:39:40,01/11/2020 09:49:47,472,MIT Hayward St at Amherst St,42.36085937,-71.08551858,413,Kennedy-Longfellow School 158 Spring St,42.36955298,-71.08579015,5207,Subscriber,2142,2020,11,,
608,01/11/2020 09:39:41,01/11/2020 09:49:49,472,MIT Hayward St at Amherst St,42.36085937,-71.08551858,413,Kennedy-Longfellow School 158 Spring St,42.36955298,-71.08579015,6055,Subscriber,2142,2020,11,,
836,01/11/2020 09:40:03,01/11/2020 09:53:59,412,Washington St at Peters Park,42.34303291,-71.0668873,55,Boylston St at Massachusetts Ave,42.34740621,-71.08678415,4209,Subscriber,2215,2020,11,,
247,01/11/2020 09:40:08,01/11/2020 09:44:15,14,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,42.33741748,-71.10286117,32,Landmark Center - Brookline Ave at Park Dr,42.34369056,-71.10235287,5172,Subscriber,2215,2020,11,,
440,01/11/2020 09:40:10,01/11/2020 09:47:31,179,MIT Vassar St,42.35560121,-71.10394478,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,6295,Subscriber,2139,2020,11,,
1619,01/11/2020 09:40:42,01/11/2020 10:07:42,412,Washington St at Peters Park,42.34303291,-71.0668873,361,Deerfield St at Commonwealth Ave,42.34924377,-71.0972821,4829,Subscriber,2215,2020,11,,
1444,01/11/2020 09:40:48,01/11/2020 10:04:52,188,Foss Park,42.39108438,-71.09039426,465,Broadway at Grafton St,42.40994213,-71.1400932,3850,Customer,2474,2020,11,,
815,01/11/2020 09:41:14,01/11/2020 09:54:50,69,Coolidge Corner - Beacon St at Centre St,42.341598,-71.123338,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,4749,Subscriber,2446,2020,11,,
596,01/11/2020 09:41:18,01/11/2020 09:51:15,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,479,Galileo Galilei Way at Main Street,42.36300378,-71.08974038,4817,Subscriber,2138,2020,11,,
1075,01/11/2020 09:41:26,01/11/2020 09:59:21,361,Deerfield St at Commonwealth Ave,42.34924377,-71.0972821,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,5326,Subscriber,2215,2020,11,,
1052,01/11/2020 09:41:45,01/11/2020 09:59:18,361,Deerfield St at Commonwealth Ave,42.34924377,-71.0972821,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,4149,Subscriber,2215,2020,11,,
566,01/11/2020 09:41:48,01/11/2020 09:51:15,409,Elm St at White St,42.38952436,-71.1169414,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,5282,Subscriber,2139,2020,11,,
622,01/11/2020 09:42:04,01/11/2020 09:52:26,409,Elm St at White St,42.38952436,-71.1169414,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,3539,Customer,2144,2020,11,,
272,01/11/2020 09:42:26,01/11/2020 09:46:59,21,Prudential Center - 101 Huntington Ave,42.34652004,-71.08065777,25,South End Library - Tremont St at W Newton St,42.341332,-71.076847,5071,Subscriber,2113,2020,11,,
620,01/11/2020 09:43:29,01/11/2020 09:53:49,330,30 Dane St,42.38100143,-71.10402523,80,MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,4765,Subscriber,2143,2020,11,,
745,01/11/2020 09:43:49,01/11/2020 09:56:14,107,Ames St at Main St,42.3625,-71.08822,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,5859,Subscriber,2139,2020,11,,
1869,01/11/2020 09:43:52,01/11/2020 10:15:02,445,Geiger Gibson Community Health Center,42.31886468,-71.04536798,445,Geiger Gibson Community Health Center,42.31886468,-71.04536798,4491,Customer,10923,2020,11,,
1864,01/11/2020 09:43:53,01/11/2020 10:14:57,445,Geiger Gibson Community Health Center,42.31886468,-71.04536798,445,Geiger Gibson Community Health Center,42.31886468,-71.04536798,3149,Customer,10923,2020,11,,
421,01/11/2020 09:43:56,01/11/2020 09:50:57,105,Lower Cambridgeport at Magazine St / Riverside Rd,42.3572185,-71.11387163,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,4830,Subscriber,2139,2020,11,,
406,01/11/2020 09:44:16,01/11/2020 09:51:02,105,Lower Cambridgeport at Magazine St / Riverside Rd,42.3572185,-71.11387163,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,4047,Subscriber,2139,2020,11,,
1031,01/11/2020 09:44:22,01/11/2020 10:01:34,26,Washington St at Waltham St,42.34157472,-71.0689044,386,Sennott Park Broadway at Norfolk Street,42.36860524,-71.09930186,2104,Subscriber,2118,2020,11,,
2929,01/11/2020 09:44:28,01/11/2020 10:33:17,393,Swan St. Park,42.41250451,-71.05842225,393,Swan St. Park,42.41250451,-71.05842225,2403,Subscriber,2149,2020,11,,
792,01/11/2020 09:44:39,01/11/2020 09:57:51,197,MLK Blvd at Washington St,42.32143814,-71.09126061,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.33624445,-71.08798563,4966,Subscriber,2119,2020,11,,
350,01/11/2020 09:44:42,01/11/2020 09:50:33,413,Kennedy-Longfellow School 158 Spring St,42.36955298,-71.08579015,107,Ames St at Main St,42.3625,-71.08822,5850,Subscriber,2141,2020,11,,
523,01/11/2020 09:44:49,01/11/2020 09:53:32,342,Boylston St at Jersey St,42.34465063,-71.09732501,36,Copley Square - Dartmouth St at Boylston St,42.34992828,-71.07739207,5019,Subscriber,94102,2020,11,,
969,01/11/2020 09:45:00,01/11/2020 10:01:10,111,Packard Ave at Powderhouse Blvd,42.40449,-71.123413,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,4694,Subscriber,2144,2020,11,,
798,01/11/2020 09:45:02,01/11/2020 09:58:21,354,Washington St at Egremont Rd,42.34286835,-71.14127841,11,Longwood Ave at Binney St,42.338629,-71.1065,5221,Subscriber,2141,2020,11,,
487,01/11/2020 09:45:03,01/11/2020 09:53:11,398,75 Binney St,42.36550729,-71.0801376,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,3542,Subscriber,2114,2020,11,,
949,01/11/2020 09:45:22,01/11/2020 10:01:11,179,MIT Vassar St,42.35560121,-71.10394478,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,3639,Subscriber,2139,2020,11,,
993,01/11/2020 09:45:40,01/11/2020 10:02:14,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,384,Clarendon St at Newbury St,42.35155308,-71.07569031,5436,Subscriber,2139,2020,11,,
944,01/11/2020 09:45:44,01/11/2020 10:01:29,201,NCAAA - Walnut Ave at Crawford St,42.316902,-71.091946,14,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,42.33741748,-71.10286117,5509,Subscriber,2121,2020,11,,
416,01/11/2020 09:45:48,01/11/2020 09:52:45,177,University Park,42.36264779,-71.10006094,189,Kendall T,42.36242784,-71.08495474,5997,Subscriber,2139,2020,11,,
1842,01/11/2020 09:45:57,01/11/2020 10:16:40,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,221,Verizon Innovation Hub 10 Ware Street,42.37250865,-71.11305356,3382,Subscriber,2138,2020,11,,
1571,01/11/2020 09:46:01,01/11/2020 10:12:13,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,61,Boylston St at Fairfield St,42.348762,-71.082383,4111,Subscriber,2144,2020,11,,
1010,01/11/2020 09:46:25,01/11/2020 10:03:15,53,Beacon St at Massachusetts Ave,42.35082681,-71.08981088,78,Union Square - Somerville,42.379584,-71.095236,5508,Subscriber,2115,2020,11,,
1007,01/11/2020 09:46:28,01/11/2020 10:03:16,53,Beacon St at Massachusetts Ave,42.35082681,-71.08981088,78,Union Square - Somerville,42.379584,-71.095236,2531,Subscriber,2115,2020,11,,
1797,01/11/2020 09:46:42,01/11/2020 10:16:40,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,221,Verizon Innovation Hub 10 Ware Street,42.37250865,-71.11305356,2458,Subscriber,2138,2020,11,,
857,01/11/2020 09:46:44,01/11/2020 10:01:02,140,Danehy Park,42.388966,-71.132788,140,Danehy Park,42.388966,-71.132788,3041,Customer,2140,2020,11,,
1020,01/11/2020 09:46:57,01/11/2020 10:03:58,342,Boylston St at Jersey St,42.34465063,-71.09732501,363,Harrison Ave at Mullins Way,42.34521562,-71.06384031,5945,Subscriber,2215,2020,11,,
1536,01/11/2020 09:47:00,01/11/2020 10:12:36,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,4702,Subscriber,2139,2020,11,,
478,01/11/2020 09:47:29,01/11/2020 09:55:28,218,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,42.351586,-71.04569256,161,W Broadway at D St,42.3391085,-71.0514432,6207,Customer,2115,2020,11,,
838,01/11/2020 09:47:35,01/11/2020 10:01:34,59,Chinatown Gate Plaza,42.351356,-71.059367,380,Mass Ave at Albany St,42.36135838,-71.09670274,3902,Subscriber,2111,2020,11,,
947,01/11/2020 09:47:37,01/11/2020 10:03:25,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,377,Perry Park,42.37927325,-71.10341903,2341,Customer,2143,2020,11,,
440,01/11/2020 09:47:41,01/11/2020 09:55:01,342,Boylston St at Jersey St,42.34465063,-71.09732501,52,Newbury St at Hereford St,42.348717,-71.085954,3287,Subscriber,2118,2020,11,,
335,01/11/2020 09:47:49,01/11/2020 09:53:24,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,107,Ames St at Main St,42.3625,-71.08822,5645,Subscriber,2139,2020,11,,
592,01/11/2020 09:48:16,01/11/2020 09:58:09,459,Canal St at Causeway St,42.36530095,-71.06092191,141,Kendall Street,42.36356016,-71.08216792,6050,Subscriber,2118,2020,11,,
1095,01/11/2020 09:48:33,01/11/2020 10:06:49,189,Kendall T,42.36242784,-71.08495474,54,Tremont St at West St,42.354979,-71.063348,3482,Subscriber,2142,2020,11,,
1103,01/11/2020 09:48:34,01/11/2020 10:06:57,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,462,Linwood St at Minuteman Bikeway,42.40935396,-71.14906519,3716,Subscriber,2141,2020,11,,
279,01/11/2020 09:48:37,01/11/2020 09:53:17,380,Mass Ave at Albany St,42.36135838,-71.09670274,53,Beacon St at Massachusetts Ave,42.35082681,-71.08981088,3391,Subscriber,2215,2020,11,,
168,01/11/2020 09:49:03,01/11/2020 09:51:51,139,Dana Park,42.36178044,-71.10809952,184,Sidney Research Campus/Erie Street at Waverly,42.35775309,-71.10393405,4061,Subscriber,2139,2020,11,,
2130,01/11/2020 09:49:03,01/11/2020 10:24:34,333,699 Mt Auburn St,42.37500235,-71.14871614,61,Boylston St at Fairfield St,42.348762,-71.082383,3251,Subscriber,2215,2020,11,,
1084,01/11/2020 09:49:21,01/11/2020 10:07:25,235,East Somerville Library (Broadway and Illinois),42.38762811,-71.08318716,110,Harvard University Gund Hall at Quincy St / Kirkland St,42.376369,-71.114025,5624,Subscriber,2145,2020,11,,
526,01/11/2020 09:49:26,01/11/2020 09:58:13,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,5665,Customer,2141,2020,11,,
507,01/11/2020 09:49:33,01/11/2020 09:58:01,145,Rindge Avenue - O'Neill Library,42.392766,-71.129042,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,5061,Subscriber,2138,2020,11,,
462,01/11/2020 09:49:53,01/11/2020 09:57:35,70,Harvard Kennedy School at Bennett St / Eliot St,42.3722168,-71.12188071,15,Brighton Mills - 370 Western Ave,42.36154571,-71.13776207,2802,Subscriber,2138,2020,11,,
1079,01/11/2020 09:49:57,01/11/2020 10:07:56,5,Northeastern University - North Parking Lot,42.341814,-71.090179,416,Blossom St at Charles St,42.36435589,-71.06959369,2626,Customer,2115,2020,11,,
128,01/11/2020 09:50:28,01/11/2020 09:52:37,98,Warren St at Chelsea St,42.371848,-71.060292,356,Charlestown Navy Yard,42.37412455,-71.054812,2160,Subscriber,2129,2020,11,,
714,01/11/2020 09:50:40,01/11/2020 10:02:34,6,Cambridge St at Joy St,42.36125722,-71.06528744,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412,-71.07657015,3787,Subscriber,2139,2020,11,,
130,01/11/2020 09:51:14,01/11/2020 09:53:24,206,Government Center - Cambridge St at Court St,42.3598254,-71.05979576,6,Cambridge St at Joy St,42.36125722,-71.06528744,6434,Subscriber,2114,2020,11,,
228,01/11/2020 09:51:19,01/11/2020 09:55:07,273,Forest Hills,42.300923,-71.114249,124,Curtis Hall - South St at Centre St,42.309054,-71.11543,5805,Subscriber,63122,2020,11,,
709,01/11/2020 09:51:32,01/11/2020 10:03:21,195,Child St at North St,42.37150494,-71.07249312,185,Third at Binney,42.36544486,-71.08277142,2625,Customer,2141,2020,11,,
424,01/11/2020 09:51:38,01/11/2020 09:58:43,225,Cambridge Dept. of Public Works -147 Hampshire St.,42.37119728,-71.09759867,177,University Park,42.36264779,-71.10006094,5333,Subscriber,2139,2020,11,,
334,01/11/2020 09:51:44,01/11/2020 09:57:18,105,Lower Cambridgeport at Magazine St / Riverside Rd,42.3572185,-71.11387163,179,MIT Vassar St,42.35560121,-71.10394478,5827,Subscriber,2139,2020,11,,
272,01/11/2020 09:52:10,01/11/2020 09:56:43,49,Stuart St at Charles St,42.351146,-71.066289,412,Washington St at Peters Park,42.34303291,-71.0668873,2078,Subscriber,13078,2020,11,,
1013,01/11/2020 09:52:28,01/11/2020 10:09:22,71,Conway Park - Somerville Avenue,42.383405,-71.107593,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,5479,Customer,02143-2606,2020,11,,
361,01/11/2020 09:52:33,01/11/2020 09:58:35,157,Seaport Blvd at Sleeper St,42.35317809,-71.04817357,40,Lewis Wharf at Atlantic Ave,42.363871,-71.050877,4002,Subscriber,2109,2020,11,,
289,01/11/2020 09:53:01,01/11/2020 09:57:51,61,Boylston St at Fairfield St,42.348762,-71.082383,33,Kenmore Square,42.348706,-71.097009,4148,Subscriber,2130,2020,11,,
1746,01/11/2020 09:53:34,01/11/2020 10:22:41,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,2419,Subscriber,2134,2020,11,,
808,01/11/2020 09:53:47,01/11/2020 10:07:16,82,Beacon St at Tappan St,42.3382668,-71.13894682,11,Longwood Ave at Binney St,42.338629,-71.1065,2472,Subscriber,2135,2020,11,,
556,01/11/2020 09:54:22,01/11/2020 10:03:38,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,79,Beacon St at Washington / Kirkland,42.37842,-71.105668,6295,Subscriber,2135,2020,11,,
969,01/11/2020 09:54:46,01/11/2020 10:10:56,105,Lower Cambridgeport at Magazine St / Riverside Rd,42.3572185,-71.11387163,179,MIT Vassar St,42.35560121,-71.10394478,4889,Subscriber,2139,2020,11,,
722,01/11/2020 09:55:00,01/11/2020 10:07:03,236,Assembly Square T,42.39223284,-71.07746601,397,Broadway at Beacham St,42.3983606,-71.06373843,5652,Subscriber,2149,2020,11,,
1977,01/11/2020 09:55:20,01/11/2020 10:28:17,103,JFK Crossing at Harvard St. / Thorndike St.,42.346563,-71.128374,58,Mugar Way at Beacon St,42.35553628,-71.0728687,4377,Customer,34236,2020,11,,
445,01/11/2020 09:56:01,01/11/2020 10:03:27,184,Sidney Research Campus/Erie Street at Waverly,42.35775309,-71.10393405,107,Ames St at Main St,42.3625,-71.08822,4987,Subscriber,2139,2020,11,,
1253,01/11/2020 09:56:07,01/11/2020 10:17:01,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,464,Mass Ave at Grafton St,42.40726052,-71.14382132,5325,Subscriber,2139,2020,11,,
1930,01/11/2020 09:56:13,01/11/2020 10:28:24,103,JFK Crossing at Harvard St. / Thorndike St.,42.346563,-71.128374,58,Mugar Way at Beacon St,42.35553628,-71.0728687,5303,Customer,94303,2020,11,,
266,01/11/2020 09:56:25,01/11/2020 10:00:51,386,Sennott Park Broadway at Norfolk Street,42.36860524,-71.09930186,139,Dana Park,42.36178044,-71.10809952,2654,Subscriber,2139,2020,11,,
260,01/11/2020 09:56:31,01/11/2020 10:00:51,386,Sennott Park Broadway at Norfolk Street,42.36860524,-71.09930186,139,Dana Park,42.36178044,-71.10809952,4506,Subscriber,2139,2020,11,,
1900,01/11/2020 09:56:32,01/11/2020 10:28:13,103,JFK Crossing at Harvard St. / Thorndike St.,42.346563,-71.128374,58,Mugar Way at Beacon St,42.35553628,-71.0728687,6485,Subscriber,94904,2020,11,,
808,01/11/2020 09:56:41,01/11/2020 10:10:09,163,The Lawn on D,42.344792,-71.044024,47,Cross St at Hanover St,42.362811,-71.056067,5967,Subscriber,2111,2020,11,,
620,01/11/2020 09:57:18,01/11/2020 10:07:39,381,Inman Square at Springfield St.,42.37438409,-71.10015746,72,One Broadway / Kendall Sq at Main St / 3rd St,42.36224179,-71.08311072,2136,Subscriber,2139,2020,11,,
1026,01/11/2020 09:57:34,01/11/2020 10:14:41,124,Curtis Hall - South St at Centre St,42.309054,-71.11543,404,Mass Ave T Station,42.34135616,-71.08336953,5728,Subscriber,63122,2020,11,,
1819,01/11/2020 09:58:03,01/11/2020 10:28:22,103,JFK Crossing at Harvard St. / Thorndike St.,42.346563,-71.128374,58,Mugar Way at Beacon St,42.35553628,-71.0728687,2229,Customer,2446,2020,11,,
333,01/11/2020 09:58:06,01/11/2020 10:03:39,384,Clarendon St at Newbury St,42.35155308,-71.07569031,61,Boylston St at Fairfield St,42.348762,-71.082383,6089,Subscriber,2116,2020,11,,
5746,01/11/2020 09:58:11,01/11/2020 11:33:57,6,Cambridge St at Joy St,42.36125722,-71.06528744,6,Cambridge St at Joy St,42.36125722,-71.06528744,3806,Customer,45212,2020,11,,
280,01/11/2020 09:58:13,01/11/2020 10:02:54,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,5437,Subscriber,2143,2020,11,,
1533,01/11/2020 09:58:27,01/11/2020 10:24:01,133,Green Street T Stop - Green St at Amory St,42.310579,-71.107341,133,Green Street T Stop - Green St at Amory St,42.310579,-71.107341,5434,Subscriber,2142,2020,11,,
368,01/11/2020 09:58:45,01/11/2020 10:04:54,399,Shawmut Ave at Oak St W,42.34854543,-71.06559185,417,Columbus Ave at W. Canton St,42.34474225,-71.07648162,3557,Subscriber,2118,2020,11,,
4884,01/11/2020 09:59:13,01/11/2020 11:20:38,40,Lewis Wharf at Atlantic Ave,42.363871,-71.050877,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,4104,Subscriber,2113,2020,11,,
399,01/11/2020 09:59:23,01/11/2020 10:06:02,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,3065,Subscriber,2139,2020,11,,
1450,01/11/2020 09:59:29,01/11/2020 10:23:39,133,Green Street T Stop - Green St at Amory St,42.310579,-71.107341,133,Green Street T Stop - Green St at Amory St,42.310579,-71.107341,3301,Customer,2130,2020,11,,
804,01/11/2020 09:59:37,01/11/2020 10:13:02,463,Smith Pl at Wilson Rd,42.39239749,-71.15058332,409,Elm St at White St,42.38952436,-71.1169414,5322,Subscriber,2478,2020,11,,
1273,01/11/2020 09:59:46,01/11/2020 10:20:59,359,One Brigham Circle,42.3339227,-71.10446509,124,Curtis Hall - South St at Centre St,42.309054,-71.11543,3219,Subscriber,2115,2020,11,,
1039,01/11/2020 09:59:50,01/11/2020 10:17:10,47,Cross St at Hanover St,42.362811,-71.056067,161,W Broadway at D St,42.3391085,-71.0514432,5800,Customer,2113,2020,11,,
274,01/11/2020 10:00:12,01/11/2020 10:04:46,149,175 N Harvard St,42.363796,-71.129164,17,Soldiers Field Park - 111 Western Ave,42.36426344,-71.1182757,6587,Subscriber,2163,2020,11,,
